"publ_id";"cite_key"
152364;"conf/sigmod/ShmueliI84"
152364;"conf/sigmod/WolfsonDSY91"
152364;"conf/sigmod/ZhugeGHW95"
152364;"conf/vldb/BernsteinBC80"
152364;"conf/vldb/CeriW90"
152364;"conf/vldb/CeriW91"
152364;"conf/vldb/GuptaHQ95"
152364;"conf/vldb/KowalskiSS87"
152364;"conf/vldb/LevyS93"
152364;"conf/vldb/UrpiO92"
152364;"journals/acta/Nicolas82"
152364;"journals/debu/RoussopoulosCKDP95"
152364;"journals/ijcis/BrachmanSTAHKL93"
152364;"journals/is/TompaB88"
152364;"journals/jlp/LloydST87"
152364;"journals/tkde/GriffinLT97"
152364;"journals/tkde/QianW91"
152364;"journals/tods/BlakeleyCL89"
152364;"journals/tods/BunemanC79"
152364;"journals/tods/GhandeharizadehHJ96"
152364;"journals/tods/Roussopoulos91"
152364;"phd/Mumick91"
152372;"conf/edbt/BarbaraGP90"
152372;"conf/sigir/CroftST92"
152372;"conf/sigir/Fuhr92"
152372;"conf/sigir/SonnenbergerF95"
152372;"conf/vldb/LynchS88"
152372;"conf/vldb/SchekP82"
152372;"journals/cacm/LambLOW91"
152372;"journals/cj/HarperW92"
152372;"journals/tois/Motro88"
152378;"conf/icde/AgrawalGS97"
152378;"conf/icde/GrayBLP96"
152378;"conf/sigmod/HarinarayanRU96"
152378;"conf/sigmod/ZhaoDN97"
152378;"conf/vldb/AgarwalADGNRS96"
152378;"conf/vldb/ShuklaDNR96"
152378;"journals/jcss/FlajoletM85"
152388;"conf/aaai/HarrisHS92"
152388;"conf/dac/KarypisAKS97"
152388;"conf/dmkd/HanKKM97"
152388;"conf/sigmod/BrinMS97"
152388;"conf/vldb/AgrawalS94"
152388;"journals/tkde/ChenHY96"
152393;"conf/icde/GraefeM93"
152393;"journals/tkde/Graefe94"
152398;"conf/sigmod/Jagadish91"
152398;"conf/vldb/Jagadish90"
152398;"journals/computer/JagadishO89"
152400;"conf/edbt/GerlhofK94"
152400;"conf/icde/Antoshenkov93"
152400;"conf/icde/MehtaSD93"
152400;"conf/pdis/AmsalegFTU96"
152400;"conf/sigmod/ColeG94"
152400;"conf/sigmod/KellerGM91"
152400;"conf/ssdbm/YuD97"
152400;"conf/vldb/Sarawagi95"
152400;"conf/vldb/SarawagiS96"
152400;"journals/tkde/SellisG90"
152417;"www/org/w3/ql98"
152422;"conf/spieSR/BachFGHHHJS96"
152422;"journals/computer/FlicknerSAHDGHLPSY95"
152436;"books/mk/BancilhonDK92"
152436;"books/mk/Cattell94"
152436;"journals/sigmod/Kim94"
152441;"conf/oodbs/DayalBM88"
152441;"conf/sigmod/Hanson92"
152441;"conf/sigmod/McCarthyD89"
152441;"conf/sigmod/WidomF90"
152441;"conf/vldb/Risch89"
152441;"conf/vldb/RosenthalCBB89"
152441;"journals/dke/ChakravarthyM94"
152441;"journals/tkde/LitwinR92"
152441;"journals/toplas/PaigeK82"
152448;"conf/icde/Omiecinski88"
152448;"conf/icde/OmiecinskiLS92"
152448;"conf/sigmod/AchyutuniON96"
152448;"conf/vldb/Omiecinski85"
152448;"journals/is/Omiecinski89"
152448;"journals/tkde/OmiecinskiLS94"
152452;"journals/tkde/StonebrakerRH90"
152457;"books/aw/BernsteinHG87"
152457;"conf/pdis/MehrotraRKS91"
152457;"conf/pods/RastogiMBKS93"
152457;"conf/ride/MehrotraRKS92"
152457;"journals/tods/Garcia-Molina83"
152457;"journals/vldb/BreitbartGS92"
152483;"books/mk/Elmagarmid92"
152483;"books/mk/GrayR93"
152483;"conf/sigmod/McCarthyD89"
152484;"books/aw/Knuth73"
152484;"conf/dexa/OzsoyogluDTHR91"
152484;"conf/edbt/SeshadriN92"
152484;"conf/icde/Antoshenkov93"
152484;"conf/icde/Aoki98"
152484;"conf/icde/HaasS95"
152484;"conf/icde/OlkenR92"
152484;"conf/icde/OlkenR93"
152484;"conf/icdt/NaughtonS90"
152484;"conf/kdd/EsterKSX96"
152484;"conf/kdd/JohnL96"
152484;"conf/pods/HellersteinKP97"
152484;"conf/pods/HouOT88"
152484;"conf/pods/KivinenM94"
152484;"conf/sigmod/BeckmannKSS90"
152484;"conf/sigmod/ChenR94"
152484;"conf/sigmod/FaloutsosL95"
152484;"conf/sigmod/GangulyGMS96"
152484;"conf/sigmod/Guttman84"
152484;"conf/sigmod/HaasS92"
152484;"conf/sigmod/HellersteinHW97"
152484;"conf/sigmod/HouOD91"
152484;"conf/sigmod/HouOT89"
152484;"conf/sigmod/IoannidisP95"
